,count,hate_speech,offensive_language,neither,class,tweet,preprocessed_tweets
7678,3,0,2,1,1,Aloha bitches! 27 minutes before I caught a 32ft #greatwhite #okaysomaybeimlying #butiwasfishing http://t.co/N86Ew3zhep,aloha bitch minut caught ft greatwhit okaysomaybeimli butiwasfish
7679,3,1,2,0,1,Alotta people say they loyal to they niggas and bitches .... Yall aint shiiittt . Someone throw a few dollas in ya face you'll be snitchn &#128175;,alotta peopl say loyal nigga bitch yall aint shiiittt someon throw dolla ya face snitchn
7680,3,0,3,0,1,Already had to unfollow that bitch. Annoying af.,alreadi unfollow bitch annoy af
7681,3,2,0,1,0,Already more yellows than the last 2 years combined #IndyCar #Honda200,alreadi yellow last year combin indycar honda
7682,3,0,3,0,1,Already scratched off mines RT @KingHorseDick: Paying for pussy still on my bucket list,alreadi scratch mine rt pay pussi still bucket list
7683,3,0,3,0,1,Alright Vacarro you bitch!!!,alright vacarro bitch
7684,3,2,1,0,0,Alright ya faggots. Lets just stop with all the S/O and R/T. No one gives a fuck on what you think of other people. Probably lying anyways,alright ya faggot let stop one give fuck think peopl probabl lie anyway
7685,3,0,2,1,1,Alright your time is up RT @EvilJeanyis: Cheesecake trash,alright time rt cheesecak trash
7686,3,0,3,0,1,"Also love angry old Irish bartenders ""pussies have one beer and ask for a glass of water, fuck them I ignore that shit""",also love angri old irish bartend pussi one beer ask glass water fuck ignor shit
7687,3,0,3,0,1,"Also, anyone who wants to bitch about the prices at Disney needs to check this out next time. #dollywood http://t.co/jlLkzbHYOy",also anyon want bitch price disney need check next time dollywood
7688,3,0,0,3,2,"Also, it&#8217;s a hiccup to Jihadi propaganda: they portray themselves as the only ones willing to die for their cause.",also hiccup jihadi propaganda portray one will die caus
7689,3,1,2,0,1,Always a good sesh wit my niggah blakk,alway good sesh wit niggah blakk
7690,3,0,2,1,1,Always broke niccas how yu Robbin,alway broke nicca yu robbin
7691,3,0,0,3,2,Always thought golden Oreos were the same as original Oreos but oh my god I just climaxed,alway thought golden oreo origin oreo oh god climax
7692,3,0,3,0,1,"Always wanted to fuck that bitch, thank you god I fucked that bitch",alway want fuck bitch thank god fuck bitch
7693,6,0,6,0,1,Am I really going to sit here and cry like a bitch....,realli go sit cri like bitch
7694,3,0,3,0,1,Am I the only #gay man without a fag hag? I guess I am.,gay man without fag hag guess
7695,3,0,1,2,2,Am I the only person that feels disrespected by the bird poop suddenly dropping on your front window:(ewww#annoying,person feel disrespect bird poop suddenli drop front window ewww annoy
7696,3,0,3,0,1,Am I wrong fa laughin at dem niccas on 1st 48 who be cryin n the interrogation room,wrong fa laughin dem nicca st cryin n interrog room
7697,3,0,0,3,2,Am ghetto http://t.co/kgu2SePIQZ,ghetto
7698,3,0,0,3,2,Am so high that birds and planes are my peers,high bird plane peer
7699,3,1,2,0,1,Am sorry I can't stand stand some black females especially the full breaded Africans bitches being have std and shit I prefer white girls,sorri stand stand black femal especi full bread african bitch std shit prefer white girl
7700,4,1,3,0,1,Am zoneing they say I'm possessed it's a omen I keep 300 like the Romans with 300 bitches with the trojans I been a menace for the longest.,zone say possess omen keep like roman bitch trojan menac longest
7701,3,0,3,0,1,"Amanda Bynes is crazy, idc what else y'all wanna call it but da bitch been crazy.",amanda byne crazi idc els wanna call da bitch crazi
7702,3,0,3,0,1,Amanda is a bitch omg I would beat her ass lol,amanda bitch omg would beat ass lol
7703,3,0,0,3,2,Amazing. You know what they say about birds of a feather http://t.co/mefmPB3aW5,amaz know say bird feather
7704,3,0,3,0,1,"Amber Rose is one of those bad bitches who ""only get along with dudes""",amber rose one bad bitch get along dude
7705,3,0,3,0,1,Amber wants a million... Wiz just like... Ok bitch I spend that on 2 cars..,amber want million wiz like ok bitch spend car
7706,9,0,9,0,1,"Amennn!!!!! ""@WomenLoveBrickz: If your girlfriend doesn't like that bitch, you don't talk to that bitch""",amennn girlfriend like bitch talk bitch
7707,3,2,1,0,0,America is white trash and so are all Americans.,america white trash american
7708,3,0,1,2,2,American culture is stuck to the side of the toilet. Graffiti writers in Europe can create better art without any lowlife trash sex jokes.,american cultur stuck side toilet graffiti writer europ creat better art without lowlif trash sex joke
7709,3,0,3,0,1,Amina ass... Peter you just fucking the bitch I don't like her voice,amina ass peter fuck bitch like voic
7710,3,0,1,2,2,Amo hangs http://t.co/h8UQDrjeCb,amo hang
7711,6,2,3,1,1,An awesome Friday. Not a day for pre-weekend news-dumps anymore. Another weekend to celebrate progress my fellow queer folk!,awesom friday not day pre weekend news dump anymor anoth weekend celebr progress fellow queer folk
7712,3,0,3,0,1,An if u aint a hoe get up out my trap hoooouusssee!!!!,u aint hoe get trap hoooouussse
7713,3,0,3,0,1,"Anacortes bucks got racks like a black bitch, dwammm",anacort buck got rack like black bitch dwammm
7714,3,0,3,0,1,And I can't be known for fucking wit a trash bitch.,known fuck wit trash bitch
7715,6,1,5,0,1,"And I lick it after you clean it , eat pussy like a dyke but I fuck like a demon &#128545;&#128166;",lick clean eat pussi like dyke fuck like demon
7716,3,2,1,0,0,And I wanna say something SOOOOOO bad to these two cunts on Twitter eh..,wanna say someth soooooo bad two cunt twitter eh
7717,6,0,6,0,1,And I was like yeah bitch,like yeah bitch
7718,3,2,1,0,0,And I'm definitely top 3 at makin beats in the city but y'all niggers love your trap beats so y'all probably won't admit that,definit top makin beat citi nigger love trap beat probabl admit
7719,3,0,3,0,1,And I'm out bout $50 .. These hoes be pimping me man &#128514;,bout hoe pimp man
7720,3,0,3,0,1,And I'm steady tellin dis bitch gtfo my face,steadi tellin di bitch gtfo face
7721,3,0,3,0,1,And I've had enough. Unfollowing dat ass bitch,enough unfollow dat ass bitch
7722,6,0,5,1,1,And a hoe gon be a hoe regardless,hoe gon hoe regardless
7723,3,0,3,0,1,And bitch I ain't bout to debate with Ya funky ass either.,bitch bout debat ya funki ass either
7724,6,0,6,0,1,And by YALL I mean.... Whoever running back telling tunchi wtf I'm doing that's not my nigga dog niggas nd bitches &#128175;,yall mean whoever run back tell tunchi wtf not nigga dog nigga nd bitch
7725,6,0,5,1,1,And da hoes!! RT @Pr3ttyN33: I kno u hear vodka n the background &#127908;,da hoe rt kno u hear vodka n background
7726,3,1,2,0,1,And dis nicca still rapping,di nicca still rap
7727,3,0,3,0,1,And dis shit is for the birds 2 http://t.co/o1pKDhYAX9,di shit bird
7728,6,1,5,0,1,And don't come to my mf house honking ur damn horn. Get tf out the car &amp; ring my bell bitch.,come mf hous honk ur damn horn get tf car amp ring bell bitch
7729,3,0,3,0,1,"And even if the sky come fallin, bitch ima still be high. I got faith in my weed man",even sky come fallin bitch ima still high got faith weed man
7730,6,0,6,0,1,"And gabby was steady walking off laughing, I'm like bitch really &#128548; , if she ever fall around me I'ma get in my car and leave her there",gabbi steadi walk laugh like bitch realli ever fall around get car leav
7731,3,0,3,0,1,And get my self a bad bitch thats loyal and one hunnid,get self bad bitch that loyal one hunnid
7732,3,0,3,0,1,And girl I've been thinkin of ways thinkin of new ways to beat that pussy down .,girl thinkin way thinkin new way beat pussi
7733,3,0,3,0,1,"And girl that pussy ain't shit to me, baby girl roll up and get high",girl pussi shit babi girl roll get high
7734,3,0,3,0,1,And ha bitch break down my weed sometimes,ha bitch break weed sometim
7735,3,0,3,0,1,"And here standing in the red corner @John_Mayer_69 weighing 145lbs the pussy destroying champion of the world, Adam nobodyknowshisrace smith",stand red corner weigh lb pussi destroy champion world adam nobodyknowshisrac smith
7736,3,0,3,0,1,"And honestly I'm a social hoe. I'll talk to any and everybody. Nowhere in there did I said fuck, suck, and trap.",honestli social hoe talk everybodi nowher said fuck suck trap
7737,3,1,2,0,1,And i aint neva gave a fucc about a bitch boy !,aint neva gave fucc bitch boy
7738,3,0,3,0,1,"And i didn't wanna come off as a bitch, so I took another hit, now I think I'm feeling to high",wanna come bitch took anoth hit think feel high
7739,3,0,3,0,1,"And if u aint a ho, GET UP OUT MY TRAP HOUUUSE!",u aint ho get trap houuus
7740,3,0,3,0,1,And if yu ever need a shoulder to cry on I won't be there cus I'm on my fuck that bitch shit,yu ever need shoulder cri cu fuck bitch shit
7741,3,0,3,0,1,And ima dream about 4 fat bitches stuck in a mini van on a hot summer day,ima dream fat bitch stuck mini van hot summer day
7742,3,0,3,0,1,And it's always the black bitches that's constantly late AF for no reason. Couldn't refuse the ladies in free til 12 &amp; $1 shots,alway black bitch constantli late af reason refus ladi free til amp shot
7743,6,0,1,5,2,And it's gotta be some ghetto fool :/,gotta ghetto fool
7744,3,0,3,0,1,And just like me that bitch loaded.,like bitch load
7745,3,0,3,0,1,And little bitch ass @_TriggaPlease_,littl bitch ass
7746,3,0,3,0,1,And mad hoes you can ask Beavis I get nothing butthead,mad hoe ask beavi get noth butthead
7747,3,0,3,0,1,And my bitch gon' blast and she got the ass like... http://t.co/yzJVcu77nF,bitch gon blast got ass like
7748,3,0,3,0,1,And my mom was really getting me a car smh hoe f u for dat,mom realli get car smh hoe f u dat
7749,6,0,6,0,1,And niccas are 38 HOT if they paid 20 bucks for that Pay-Per-View......,nicca hot paid buck pay per view
7750,3,0,0,3,2,And now Jihadis bragging about a massive bombing in Sadr city in Baghdad. #Iraq #onslaught,jihadi brag massiv bomb sadr citi baghdad iraq onslaught
7751,3,1,2,0,1,And now lookin ass niggas and lookin ass bitches will be the terms of 2014. Will be overused &amp; abused in every fucking way,lookin ass nigga lookin ass bitch term overus amp abus everi fuck way
7752,3,0,1,2,2,And of course some rascally #teabagger on the radio is blaming the 19 dead AZ firefighters on #biggovernment. Oy vey. #tcot #p2 #teaparty,cours rascal teabagg radio blame dead az firefight biggovern oy vey tcot p teaparti
7753,3,1,2,0,1,And remember---always be the person you're born to be. You don't have to be queer to take something from that message. #NationalComingOutDay,rememb alway person born queer take someth messag nationalcomingoutday
7754,3,0,3,0,1,And since im gino marley my bitch just flew from Japan,sinc im gino marley bitch flew japan
7755,3,0,3,0,1,And someone from my class is literally sitting across from me on the bus so I can't even call dad and bitch,someon class liter sit across bu even call dad bitch
7756,3,2,1,0,0,And the Jew @Deuterostomes favorited my tweet though. Lol. Don't have anymore time for this trash.,jew favorit tweet though lol anymor time trash
7757,3,0,3,0,1,And them niggas pussies...cameltoes &#128514;,nigga pussi camelto
7758,3,1,2,0,1,And these hoes ain't as good as they look..I need to take my own advice doee cause If that pusxy good then I'm good &#128569;,hoe good look need take advic doee caus pusxi good good
7759,3,0,3,0,1,And vice versa RT @_Kimchanel_: 9/10 he has hoes,vice versa rt hoe
7760,3,0,3,0,1,And weres bitch boy ?,were bitch boy
7761,3,1,2,0,1,And when I say DOH DOH DOH DOH bitch that be Kdot,say doh doh doh doh bitch kdot
7762,3,0,3,0,1,"And when bitches be like ""me and him against the world!"" bitch don't nobody even know y'all together -_- nobody hating.",bitch like world bitch nobodi even know togeth nobodi hate
7763,3,0,0,3,2,And where do you think unsold items from thrift stores go? The garbage. Think of all the great games that are in trash dumps as we speak :(,think unsold item thrift store go garbag think great game trash dump speak
7764,3,0,3,0,1,"And you a bitch.. Even when you say you love me, you a bitch. I pray you crash like Caroline into a ditch.",bitch even say love bitch pray crash like carolin ditch
7765,3,1,2,0,1,"And you adopted bitch? I don't give a fuck what kind of ""Mental illness"" they claimin imma kill ya",adopt bitch give fuck kind mental ill claimin imma kill ya
7766,6,0,6,0,1,And you kno we the opposite of down bitch we up http://t.co/qkFYwnFZqu,kno opposit bitch
7767,3,0,3,0,1,"And you&#8217;re a bitch RT @FuckingPatBro: @Thotcho you&#8217;re a little fucking worm you know that,",bitch rt littl fuck worm know
7768,3,0,3,0,1,Angel stop rting that fugly bitch,angel stop rting fugli bitch
7769,3,0,0,3,2,Anglo-Saxon Mike Oz,anglo saxon mike oz
7770,3,2,1,0,0,Ankles &#128128;&#128514;&#8220;@Saina_faal: &#8220;@martian_Mulah: Hood bitches with long weave is the worst thing ever&#8221; weave that be touching their ashy ankles &#128567;&#8221;,ankl hood bitch long weav worst thing ever weav touch ashi ankl
7771,3,0,3,0,1,Annie.. You crazy hoe &#128514;&#128514;&#128514;,anni crazi hoe
7772,3,1,2,0,1,Annnnd you're a dyke. &#9995;,annnnd dyke
7773,3,0,0,3,2,Annoying yelling bint next door has locked herself out.,annoy yell bint next door lock
7774,3,0,3,0,1,Another bad bitch fuck her for a hour another cigarette another nut another shower,anoth bad bitch fuck hour anoth cigarett anoth nut anoth shower
7775,3,0,3,0,1,"Another high point was a Hungarian calling me ""cheat fuck"" and ""cheat pussy"" for doing well.",anoth high point hungarian call cheat fuck cheat pussi well
7776,3,1,2,0,1,Another long mornin smh...Thank God a nicca out here to see it tho real shit,anoth long mornin smh thank god nicca see tho real shit
7777,3,0,0,3,2,"Another major development in the Jihadi circles: Al Maqdisi, hardcore jihadi theorist asks specifically for relief &amp; aid workers&#8217; release",anoth major develop jihadi circl al maqdisi hardcor jihadi theorist ask specif relief amp aid worker releas
7778,6,0,6,0,1,"Another nigga hoe is another nigga problem.
@JoseGuapo been had hits.",anoth nigga hoe anoth nigga problem hit
7779,3,0,0,3,2,Another season of retweeting every one of @nikaaaa3 's Yankee tweets! &#128514;&#128514;&#128514;&#128514;,anoth season retweet everi one yanke tweet
7780,3,0,3,0,1,Another woman ain't gon keep me coming. Girl these hoes ain't got nothing on ya,anoth woman gon keep come girl hoe got noth ya
7781,3,0,3,0,1,Any bitch who show up Friday looking like the bitch from the ring I'm punching straight in the face.,bitch show friday look like bitch ring punch straight face
7782,3,1,2,0,1,"Any dope nigga or pretty chick is gon have people wantin their attention.. Y'all gotta grow up with that ""you got hoes"" shit..",dope nigga pretti chick gon peopl wantin attent gotta grow got hoe shit
7783,3,1,2,0,1,"Any man even considering plastic surgery is gay gay gay imagine ya boy say ""I'd get more hoes then u after I get these new lips"" &#128514;&#128514;&#128514;",man even consid plastic surgeri gay gay gay imagin ya boy say get hoe u get new lip
7784,3,0,2,1,1,Any nicca gettin it n da ass is a fag! &#8220;@CruellaDeTrill: Howw? Please explain this twitter logic. I'm confused. &#128553; @Im_Yung_Jay @YuTwatching&#8221;,nicca gettin n da ass fag howw pleas explain twitter logic confus
7785,3,0,3,0,1,Any person that puts anybody else's business out there for whatever reason is a bitch.,person put anybodi els busi whatev reason bitch
7786,6,0,6,0,1,Any pregnant bitches at centreville I should know about in about to move there next ... &#8212; Idk.. I dont go to cville http://t.co/Hq4Q6zfwjh,pregnant bitch centrevil know move next idk dont go cvill
7787,3,0,3,0,1,Any pussy I had I can get again!,pussi get
7788,3,0,0,3,2,"Any solution to ZOG which doesn't deal with demographics - only laws - is no solution.
#NorthwestImperative
http://t.co/Vhy5s2apCn",solut zog deal demograph law solut northwestimp
7789,3,0,3,0,1,Any where the $$$ at is where the pussy go...,pussi go
7790,3,0,0,3,2,Anyone want some absolutely amazing and deliciously fresh perfect monkey bread? &#128586;&#128584;,anyon want absolut amaz delici fresh perfect monkey bread
7791,3,0,2,1,1,"Anyone want to share their thoughts on their mock draft?? Just kidding. SHUT YOUR FILTHY DAMNED MOUTH, YOU CLODS.",anyon want share thought mock draft kid shut filthi damn mouth clod
7792,3,3,0,0,0,Anyone who came to the US as an indentured servant is white trash.,anyon came us indentur servant white trash
7793,3,0,3,0,1,Anytime somebody say u wan hear a funny that shit gon be trash..,anytim somebodi say u wan hear funni shit gon trash
7794,6,3,1,2,0,Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115,apach mm round turn jihadi tomato soup
7795,3,0,3,0,1,"Apologizing in advance for my actions, I'm thee biggest bitch when I'm studying &#128522;&#128299;",apolog advanc action thee biggest bitch studi
7796,3,0,0,3,2,"Apolonia Gardner of Imperial, CA misspells ""phalarope"" - a bird that resembles a sandpiper. The dreaded schwa! #spellingbee",apolonia gardner imperi ca misspel phalarop bird resembl sandpip dread schwa spellingbe
7797,3,0,0,3,2,"Apparently I got chunky for my bday. Worse bday present ever. Lol. 
#diettime",appar got chunki bday wors bday present ever lol diettim
7798,3,0,1,2,2,Apparently im a honky. Pfft. Like that's a bad thing.,appar im honki pfft like bad thing
7799,3,1,2,0,1,Apparently not wanting to trade your Nitro M4 in CSGO makes you a collossal faggot.,appar not want trade nitro csgo make colloss faggot
7800,3,0,3,0,1,"Apparently, saying something nice to someone these days means you're trying to stick them with your poker. Get over yourselves bitches.",appar say someth nice someon day mean tri stick poker get bitch
7801,3,0,0,3,2,Apple need to add some colored emoji,appl need add color emoji
7802,3,0,3,0,1,"Apple sauce, bitch.",appl sauc bitch
7803,3,0,0,3,2,Appropriately this guy wears the WV yellow Rick James on his face. @BarkingCarnival http://t.co/SGb9rYvdmb,appropri guy wear wv yellow rick jame face
7804,3,0,3,0,1,Are pet guinea pig is about to die this fucking blows :/,pet guinea pig die fuck blow
7805,3,0,0,3,2,Are poor little guinea pig died :(,poor littl guinea pig die
7806,3,0,3,0,1,Are you nigguhs saying you want Donald trump as prez? That nigguh don't understand real american struggles &#128514;,nigguh say want donald trump prez nigguh understand real american struggl
7807,3,0,3,0,1,Are you single but your pussy is in a relationship?,singl pussi relationship
7808,3,0,0,3,2,"Are you tired of the ""mock drafts""? Let's just do this: If Clowney is not the 1st pick, who thinks Round 1 becomes ""chaos""? #ShowOfHands",tire mock draft let clowney not st pick think round becom chao showofhand
7809,3,1,0,2,2,Aren't these little border jumpers supposed to be in school,littl border jumper suppos school
7810,3,0,2,1,1,Argue to make up. Not to break up &amp; get back together that's retarded in my eyes,argu make not break amp get back togeth retard eye
7811,3,0,3,0,1,Arguing over a bitch with a glued on butt,argu bitch glu butt
7812,3,0,3,0,1,Arod like ugly bitches that like to fuck,arod like ugli bitch like fuck
7813,3,0,0,3,2,Arroz con pollo,arroz con pollo
7814,3,0,2,1,1,Arturo keeps calling me ghetto &#128532;,arturo keep call ghetto
7815,3,0,1,2,2,"As Chanice say that, I realize the coons move from drinking Moet to Belaire. All yuh feel all yuh so fancy with all yuh $30 champagne eh",chanic say realiz coon move drink moet belair yuh feel yuh fanci yuh champagn eh
7816,3,0,3,0,1,"As I tweeted before any man telling me to go to the kitchen this season could tell his mom that, father probably wouldn't of left..bitch",tweet man tell go kitchen season could tell mom father probabl left bitch
7817,6,0,6,0,1,"As a girlfriend I'm NEVER getting close to my boyfriend friends , cause they can be telling me one thing , and telling these hoes another.",girlfriend never get close boyfriend friend caus tell one thing tell hoe anoth
7818,9,0,9,0,1,"As a girlfriend, you gotta accept the fact hoes gone be all up in his face. But as a boyfriend, he better let them hoes know wassup.",girlfriend gotta accept fact hoe gone face boyfriend better let hoe know wassup
7819,3,0,3,0,1,As a man ... I feel like you a bitch if you living off a female . Havin her buy all yo shit fucc that never be dependent on someone,man feel like bitch live femal havin buy yo shit fucc never depend someon
7820,3,2,0,1,0,As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves it's gonna be a&#8230; http://t.co/JcYZzMKCfu,alway eli stupid hick hayse look face giant fan kill yaselv gonna
7821,3,1,2,0,1,As good as Percy Harvin and Peyton on the same team sound&#8230; That&#8217;s so retarded lmao,good perci harvin peyton team sound retard lmao
7822,3,0,3,0,1,As if it WASNT gon get Bacc to me &#128514;&#128557; bitch your outta your fuccing mind,wasnt gon get bacc bitch outta fuc mind
7823,3,0,3,0,1,As long as you gon feed me pussy when I get the munchies &#128586;,long gon feed pussi get munchi
7824,3,1,2,0,1,As of today im cutting muthafuckas off bitches/niggas that never show love or just temporary people iont need um,today im cut muthafucka bitch nigga never show love temporari peopl iont need um
7825,3,0,0,3,2,As soon as a Democrat gets a chance to ? the political hack #foxnews goes to commercial then back with Bolton LMAO #teabaggers #benghazi,soon democrat get chanc polit hack foxnew goe commerci back bolton lmao teabagg benghazi
7826,3,0,3,0,1,As soon as a bitch think shit sweet.... Give em wat they been asking for!,soon bitch think shit sweet give em wat ask
7827,3,0,3,0,1,As soon as bitches get on a come up you got that one bitch that CANT Wait to tell ppl your downfall before the come up &#128528;&#128528;. #Haters,soon bitch get come got one bitch cant wait tell ppl downfal come hater
7828,3,2,1,0,0,As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.,soon left iraq towel head think fuck barg take work hard set piss
7829,3,0,3,0,1,Asha had a little voice in my head telling me to fuck with these hoes. Wasn't kendra &#128524;,asha littl voic head tell fuck hoe kendra
7830,3,0,3,0,1,Asha my bitch doe &#128553;&#128076;,asha bitch doe
7831,3,0,3,0,1,Ask a bitch in 2014 if she would rather have JESUS than silver &amp; gold I bet u she tell a lie.,ask bitch would rather jesu silver amp gold bet u tell lie
7832,3,0,3,0,1,Ask around n the streets bitch bout Jay,ask around n street bitch bout jay
7833,3,0,1,2,2,Ask the governor how we are supposed to pay for this? Typical #teabagger mentality. Government is EVIL until we need them LOL #morningjoe,ask governor suppos pay typic teabagg mental govern evil need lol morningjo
7834,3,0,3,0,1,Ask tht bitch when she gon let a yung nigga blast tht ass,ask tht bitch gon let yung nigga blast tht ass
7835,3,0,3,0,1,Ask your bitch about me she turns into dori. &#128032;,ask bitch turn dori
7836,3,0,3,0,1,"At 6'0? Good luck Nh nh RT @UnnagroundKing: I'm 6'0, 150. One of you bitches better reproduce with me. I can give you an athlete.",good luck nh nh rt one bitch better reproduc give athlet
7837,3,0,3,0,1,At Dunkin donuts and every time somebody walked in I either yelled ratchet or hoe and so me and my brother got kicked out &#128514;&#128514;&#128514;,dunkin donut everi time somebodi walk either yell ratchet hoe brother got kick
7838,3,0,0,3,2,At a point where I've got to make a tough life decision. Ice black translucent sole or solid black sole on my KD VI's. Blk or orange airbag,point got make tough life decis ice black transluc sole solid black sole kd vi blk orang airbag
7839,3,0,0,3,2,At all my ritz crackers. Idk what to do with myself anymore.,ritz cracker idk anymor
7840,3,0,3,0,1,At least ima a faithful bitch &#128524;,least ima faith bitch
7841,3,0,0,3,2,At pussy cat lounge killin it with my girlz @blaqdior and @hpmiss,pussi cat loung killin girlz
7842,6,0,6,0,1,At the MLK march tryna find a man bitch we see U,mlk march tryna find man bitch see u
7843,3,0,3,0,1,At the Mexican laundry mat and it's PACKED denna hoe,mexican laundri mat pack denna hoe
7844,3,0,3,0,1,"At the bar in downey wit my uncle, this niggah faded hopefully he doesnt get us into a fight lmao",bar downey wit uncl niggah fade hope doesnt get us fight lmao
7845,3,0,3,0,1,At the doctors with sam shes such a pussy the had to put a cotton swab in her nose and she just about started to cry -_- @SamRomero95,doctor sam she pussi put cotton swab nose start cri
7846,3,0,3,0,1,At the end of the day seniors still love that young fresh pussy from west case closed,end day senior still love young fresh pussi west case close
7847,6,0,0,6,2,"At this rate, I'd cheer for the awful New York Yankees over the St. Louis Cardinals.",rate cheer aw new york yanke st loui cardin
7848,3,0,0,3,2,"At work but wish I was floating in my 15 ft., on sale at Walmart, redneck pool that my husband probably hasn't cleaned since last weekend.",work wish float ft sale walmart redneck pool husband probabl clean sinc last weekend
7849,3,0,0,3,2,Ate the receivers really fast or is pass coverage trash?,ate receiv realli fast pass coverag trash
7850,3,1,2,0,1,Attention one and all. @JordanWright23 just motoroboated my knees. Someone get this jiggaboo some water. She #thirsty.,attent one motorobo knee someon get jiggaboo water thirsti
7851,3,1,2,0,1,Auburnnn hoe,auburnnn hoe
7852,3,0,3,0,1,Audio: Happy Valentines Day bitches. &#160;Now play this while you get laid. http://t.co/x70OTlH3,audio happi valentin day bitch play get laid
7853,3,0,2,1,1,August alsina : ghetto &#128158;,august alsina ghetto
7854,3,0,3,0,1,Austin is a funny niggah,austin funni niggah
7855,3,0,3,0,1,"Autocorrect makes my ""how's life"" change to hoes life. What the duck.",autocorrect make life chang hoe life duck
7856,3,0,0,3,2,Average is basic and basic is trash &#128514;&#128514;,averag basic basic trash
7857,3,0,3,0,1,"Aw man, that bitch she go hard.. Put it on me I'm like ""Oh Lord""... No panties, baby, no bra !",aw man bitch go hard put like oh lord panti babi bra
7858,3,0,3,0,1,"Awe did I cut you off and make you mad? That's too dam bad, shoulda been going the fucking speed limit bitch",awe cut make mad dam bad shoulda go fuck speed limit bitch
7859,3,2,1,0,0,Awk... U don't like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we don't need them,awk u like nephew cousin bc race lmao broke ugli bitch fuck need
7860,3,0,3,0,1,Awwwwww RT @Tyga: That ain't my hoe.,awwwwww rt hoe
7861,3,0,3,0,1,Awwwwww they no Kaep ain't rape no bitch!!!!,awwwwww kaep rape bitch
7862,3,0,3,0,1,Ay cuh its HOT AF . Im finna go buy yo bitch some ice cream . Lol,ay cuh hot af im finna go buy yo bitch ice cream lol
7863,3,0,3,0,1,"Ay fuck wieners, remember to eat before you drink and remember to drink water while you're drinking and also to go eat shit you pussy head.",ay fuck wiener rememb eat drink rememb drink water drink also go eat shit pussi head
7864,3,0,0,3,2,Ay what are some good bars/clubs to hit up in Denver?? Should be up there Saturday night to coon out.,ay good bar club hit denver saturday night coon
7865,3,0,3,0,1,Ay yall heard that Rich Gang tape thou?? That bitch on Flame!!!&#128293;,ay yall heard rich gang tape thou bitch flame
7866,3,0,1,2,2,Aye a nicca is tired tho!,aye nicca tire tho
7867,3,0,3,0,1,Aye it's a lot of niggas out here that can't fuck a bad bitch unless they get her drunk smh #Preach,aye lot nigga fuck bad bitch unless get drunk smh preach
7868,3,0,3,0,1,Aye my NIGHA #YeaYouReadinDis... Gone let ya bitch fuck wit my team @TwinzNControl donjuuuan&#8230; http://t.co/qloMazph9A,aye nigha yeayoureadindi gone let ya bitch fuck wit team donjuuuan
7869,6,0,6,0,1,Aye the part be treating the bitches too good &#128514;,aye part treat bitch good
7870,3,0,3,0,1,Aye we all needa keep are heads up high who cares if we lost we all went and tried our best &amp;south is a bunch of trash talking pussys ! -.-,aye needa keep head high care lost went tri best amp south bunch trash talk pussi
7871,3,0,3,0,1,"Aye, Mcdonald'ss got a fire ass frozen strawberry lemonade.. This bitch so wet",aye mcdonald ss got fire ass frozen strawberri lemonad bitch wet
7872,3,0,3,0,1,Ayee hoe,aye hoe
7873,3,0,1,2,2,Ayo I jus had a mini heart attack behind the wheel..north Philly n fire crackers don't mix&#128553;&#128553;&#128514;&#128514; I&#8230; http://t.co/o5v2E4LFtm,ayo ju mini heart attack behind wheel north philli n fire cracker mix
7874,3,0,2,1,1,Ayo twat boy I gotta new phone give me yo jack now @Jay050709,ayo twat boy gotta new phone give yo jack
7875,3,0,3,0,1,Ayo why da hell ain't nobody hip me to these niccas! @MigosATL ... #BetterLateThanNever,ayo da hell nobodi hip nicca betterlatethannev
7876,6,1,4,1,1,Ayo!! @theofficialeg10 unblock me so i ca tell you how garbage yo bitch ass playing....,ayo unblock ca tell garbag yo bitch ass play
7877,3,2,1,0,0,Ayy Carlton is a ghetto school now #SwitchedAtBirth,ayi carlton ghetto school switchedatbirth
7878,3,1,2,0,1,"Ayy yo @Ray_Lakee my nigga @who__CHRISJONES be all up on da,pussy not lettin dat muafucka breathe.",ayi yo nigga da pussi not lettin dat muafucka breath
7879,3,0,0,3,2,Ayyyyy I'm sipping on a free slurpee and seeing The Front Bottoms tonight. I'm a happy clam.,ayyyyy sip free slurpe see front bottom tonight happi clam
7880,3,1,0,2,2,"BASICALLY, #GOP, #ROMNEY, right wing reactionaries, drudgies, teabaggers, libertaritards, all hate our education system and teachers.",basic gop romney right wing reactionari drudgi teabagg libertaritard hate educ system teacher
7881,3,1,2,0,1,BC y'all hoes,bc hoe
7882,3,0,3,0,1,"BF: I think we need some pet insurance. GF: LMAO, why, what for? BF: Because I'm destroying your pussy everyday.",bf think need pet insur gf lmao bf destroy pussi everyday
7883,3,0,3,0,1,BITCH!!! RT @jla_b: Stop thinking ur entitled to politically correct responses...bitch,bitch rt stop think ur entitl polit correct respons bitch
